Collector (PI),field_number,Genus,Species,subspecies,needs_confirmation,order,sex,mass (g),date,Country,Department,Municipio,Locality,vereda,reserva,Latitude_Original,Longitude_Original,elevation,Ectoparasite_sample,Ectoparsite Sampling Method,Ecotparasite Box Location (Cold Storage),ectoparasites_box,lice_total,Ecomorph Notes,lice ages,feather_mites_total,ticks_total,flies_total,fleas_total,others,Column
GAM,B943,Euphonia,xanthogaster,,,Passeriformes,U,26.65,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,B944,Tangara,nigroviridis,,,Passeriformes,U,33.97,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,C943,Sclerurus,andinus,,,Passeriformes,U,45.44,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,"E3,31",0,,,10,0,,,0,
GAM,C944,Sclerurus,andinus,,,Passeriformes,U,,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,"E3,33",0,,,0,0,,,1 Ant,
GAM,C947,Henicorhina,sp.,,,Passeriformes,U,33.75,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,"E3,36",0,,,0,0,,,3 ants,
GAM,D542,Xiphorhynchus,erythropygius,,,Passeriformes,U,95.27,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E146,Entomodestes,coracinus,,,Passeriformes,U,112.94,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,"E3,32",3,,,0,0,,,0,
GAM,E147,Arremon,brunneinucha,,,Passeriformes,U,95.52,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,"E3,30",2,,,0,0,,,0,
GAM,E148,Arremon,brunneinucha,,,Passeriformes,U,91.36,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E599,Picoides,fumigatus,,,Piciformes,M,43.11,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E600,Cyphorhinus,thoracicus,,,Passeriformes,F,31.07,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,A2085,Mionectes,striaticollis,,,Passeriformes,U,13.94,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,A2505,Masius,chrysopterus,,,Passeriformes,U,27.05,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,A2506,Dysithamnus,mentalis,,,Passeriformes,F,29.2,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,B2259,Mionectes,striaticollis,,,Passeriformes,NA,11.69,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,B2260,Henicorhina,leucophrys,,,Passeriformes,NA,18.14,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,B2289,Mionectes,striaticollis,,,Passeriformes,U,14.16,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,C765,Chlorophonia,pyrrhophrys,,,Passeriformes,M,15.89,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,C766,Chlorophonia,pyrrhophrys,,,Passeriformes,F,15.47,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,C767,Henicorhina,leucophrys,,,Passeriformes,F,16.13,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,C768,Hemispingus,frontalis,,,Passeriformes,U,14.92,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,C946,Anabacerthia,variegaticeps,,,Passeriformes,U,58.11,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,D541,Arremon,castaneiceps,,,Passeriformes,U,73.37,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,D543,Eubucco,bourcierii,,,Piciformes,F,76.53,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,I157,Aulacorhynchus,prasinus,,,Piciformes,U,NA,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,L + R R3 + Right R4,Aglaiocercus,coelestis,,,Apodiformes,F,9.99,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,L + R R4,Eutoxeres,aquila,,,Apodiformes,U,21.5,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,L + R R4 + Right R2,Phaethornis,syrmatophorus,,,Apodiformes,U,13.1,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,NA,Heliodoxa,rubinoides,,,Apodiformes,M,7.04,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,NA,NA,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,U,4.32,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,NA,Haplophaedia,aureliae,,,Apodiformes,NA,NA,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,NA,Heliodoxa,rubinoides,,,Apodiformes,NA,NA,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,NA,Haplophaedia,aureliae,,,Apodiformes,U,4.94,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,NA,NA,Tue Mar 31 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,Right R4,Aglaiocercus,coelestis,,,Apodiformes,U,12.53,Tue Mar 31 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,D544,Entomodestes,coracinus,,,Passeriformes,U,124.4,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,"E3,34; E3,35",2,,,0,1,,,0,
GAM,E151,Turdus,leucops,,,Passeriformes,M,115.24,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,A2505,Masius,chrysopterus,,,Passeriformes,U,27.16,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,A2508,Machaeropterus,deliciosus,,,Passeriformes,U,24.46,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,A2509,Glyphorynchus,spirurus,,,Passeriformes,U,28.44,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,A2510,Glyphorynchus,spirurus,,,Passeriformes,U,25.57,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,B945,Chlorochrysa,phoenicotis,,,Passeriformes,U,39.25,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,B946,Anabacerthia,variegaticeps,,,Passeriformes,U,51.86,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,E149,Bangsia,melanochlamys,,,Passeriformes,U,79.17,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,E150,Turdus,leucops,,,Passeriformes,M,123.92,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,F50011,Trogon,personatus,,,Trogoniformes,M,,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,F50012,Turdus,leucops,,,Passeriformes,U,125.14,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,G5,Malacoptila,mystacalis,,,Galbuliformes,U,105.25,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,"Left R4 + Right R2,3",Aglaiocercus,coelestis,,,Apodiformes,F,10.66,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,"Left R4 + Right R2,4",Phaethornis,syrmatophorus,,,Apodiformes,U,12.26,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,Right R4,Aglaiocercus,coelestis,,,Apodiformes,M,,Wed Apr 01 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,A2511,Glyphorynchus,spirurus,,,Passeriformes,U,24.98,Thu Apr 02 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,E537,Pheugopedius,mystacalis,,,Passeriformes,U,NA,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,YES,,Universidad Icesi,,0,,,0,0,,,,
GAM,F532,Turdus,serranus,,,Passeriformes,M,77.82,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F533,Turdus,leucops,,,Passeriformes,M,56,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,I167,Momotus,aequatorialis,,,Coraciiformes,U,NA,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,YES,,Universidad Icesi,"e2,77",0,,,0,0,,,1 Collembolo,
GAM,A2086,Euphonia,xanthogaster,,,Passeriformes,F,13.52,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,A2087,Euphonia,xanthogaster,,,Passeriformes,M,14.91,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,B1,Premnornis,guttuliger,,,Passeriformes,U,16.42,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,B2,Mionectes,striaticollis,,,Passeriformes,U,15.31,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,B2201,Myrmotherula,schisticolor,,,Passeriformes,F,9.43,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,B2217,Mionectes,striaticollis,,,Passeriformes,U,12.36,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,B811,Mionectes,striaticollis,,,Passeriformes,NA,14.11,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,B820,Mionectes,striaticollis,,,Passeriformes,NA,14.86,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,B820,Mionectes,striaticollis,,,Passeriformes,NA,NA,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,C764,Myiothlypis,coronatus,,,Passeriformes,U,17.92,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,C764,Myiothlypis,coronatus,,,Passeriformes,NA,NA,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,D222,Premnoplex,brunnescens,,,Passeriformes,U,17.47,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,D223,Myadestes,ralloides,,,Passeriformes,U,37.18,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,D224,Premnoplex,brunnescens,,,Passeriformes,U,18.17,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,D544,Entomodestes,coracinus,,,Passeriformes,U,120.17,Thu Apr 02 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,E566,Syndactyla,subalaris,,,Passeriformes,U,32.96,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,E579,Syndactyla,subalaris,,,Passeriformes,U,32.07,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,E583,Pipreola,riefferii,,,Passeriformes,M,49.19,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,E594,Pipreola,riefferii,,,Passeriformes,F,57.81,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,L + R R4,Aglaiocercus,coelestis,,,Apodiformes,M,,Thu Apr 02 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,Left R2 + Right R3,Phaethornis,syrmatophorus,,,Apodiformes,U,11.8,Thu Apr 02 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,"Left R3 + Right R3,4",Phaethornis,syrmatophorus,,,Apodiformes,U,12.89,Thu Apr 02 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,NA,Coeligena,coeligena,,,Apodiformes,U,6.61,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,NA,Geotrygon,frenata,,,Columbiformes,U,NA,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,NA,Adelomyia,melanogenys,,,Apodiformes,U,5.21,Thu Apr 02 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,Right R3,Heliodoxa,imperatrix,,,Apodiformes,M,17.46,Thu Apr 02 00:00:00 PDT 2015,Colombia,Risaralda,Pueblo rico,Tatama,Montebello,Cerro montezuma,05°14'40.9'',076°05'37.5'',1600,NO,,,,,,,,,,,,
GAM,B4,Mionectes,striaticollis,,,Passeriformes,U,12.57,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,YES,,Universidad Icesi,"E2,80",0,,,many,0,,,0,
GAM,C762,Catharus,ustulatus,,,Passeriformes,U,30.55,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,C763,Dysithamnus,mentalis,,,Passeriformes,M,15.94,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,YES,,Universidad Icesi,,0,,,0,0,,,0,
GAM,F531,Thripadectes,vigraticeps,,,Passeriformes,U,53.77,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,YES,,Universidad Icesi,"E2,79",1,,,0,0,,,0,
GAM,A2037,Phylloscartes,poecilotis,,,Passeriformes,U,8.9,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,A2077,Mionectes,striaticollis,,,Passeriformes,NA,12.48,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,A2088,Phylloscartes,ophthalmicus,,,Passeriformes,U,10.82,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33847,76.34918,2173,NO,,,,,,,,,,,,
GAM,A808,Myrmotherula,schisticolor,,,Passeriformes,NA,10.66,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,B3,Myiothlypis,coronatus,,,Passeriformes,U,17.14,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34078,76.34894,2119,NO,,,,,,,,,,,,
GAM,B815,Basileuterus,tristriatus,,,Passeriformes,NA,14.23,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.33946,76.35105,2017,NO,,,,,,,,,,,,
GAM,C761,Myadestes,ralloides,,,Passeriformes,M,34.07,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,D220,Xiphorhynchus,erythropygius,,,Passeriformes,NA,NA,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,D221,Myadestes,ralloides,,,Passeriformes,NA,NA,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34046,76.34785,2111,NO,,,,,,,,,,,,
GAM,D221,Myadestes,ralloides,,,Passeriformes,U,27.24,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,E532,Syndactyla,subalaris,,,Passeriformes,U,NA,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
GAM,E538,Arremon,brunneinucha,,,Passeriformes,U,45.96,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34072,76.35192,1955,NO,,,,,,,,,,,,
GAM,E538,Arremon,brunneinucha,,,Passeriformes,NA,NA,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34136,76.34949,2082,NO,,,,,,,,,,,,
GAM,F529,Turdus,ignobilis,,,Passeriformes,U,62.54,Sat Apr 04 00:00:00 PDT 2015,Colombia,Valle del cauca,La cumbre,chicoral,Chicoral,Resevafoestal protectora regional de Bitaco,3.34065,76.34702,2107,NO,,,,,,,,,,,,
